,PART_ID,PART_NAME,PART_DESCRIPTION,PART_OWNER,PART_REVISION,REVISION_DATE,PRODUCT_GROUP,PRODUCT_SUBGROUP,WIDTH_(MM),HEIGHT_(MM),DEPTH_(MM),MOUNTING_CLEARANCES_(MM),WEIGHT_(KG),MANUFACTURER,MANUFACTURER_PART_NUMBER,EPLAN_PART_NUMBER,OLD_PLM_ID,OLD_SAP_ID,RELEASED_STATUS,RELEASED_DATE,PART_CATEGORY,PART_ID_CLEANED
11,14866,LUGS,H LUGS PART : 63101080,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,100.0,0.0,,,,,,LAPP,63101080,LAPP.63101080,,,PRODUCTION,28-NOV-2022 23:13,ELECTRICAL PART,14866
12,14867,CABLE LUG,CABLE LUG; SUITABLE CRIMP-INSERT: PEW 12.1071; FOR CROSS-SECTION (MIN./MAX.: 1.5MM - 2.5MM; ELECTROLYTIC COPPER TIN-PLATED,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,100.0,0.0,0.0,0.0,0.0,,0.0,LAPP,63204145,LAPP.63204145,,,,,ELECTRICAL PART,14867
13,14868,CABLE,4G 0.5 SQMM GREY PUR DRAG CHAIN APLLICATION,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,26302,LAPP.26302,,,PRODUCTION,22-FEB-2023 10:43,ELECTRICAL PART,14868
14,14869,WIRE,"SINGLE CORE CABLE; 1X0.5; RED; RING; 2.2 MM; 1,1 KV; PVC; FIXED INSTALLATION",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,29.0,1.0,,,,,,LAPP KABEL GMBH,4510041U,LAPP.4510041U,,,PRODUCTION,12-DEC-2022 18:37,ELECTRICAL PART,14869
15,14870,WIRE,"SINGLE CORE CABLE; 1X0.5; BLACK; RING; 2.2 MM; 1,1 KV; PVC; FIXED INSTALLATION",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,29.0,1.0,,,,,,LAPP KABEL GMBH,4510011U,LAPP.4510011U,,,PRODUCTION,12-DEC-2022 18:37,ELECTRICAL PART,14870
16,14871,WIRE,SINGLE CORE WIRE; 0.5 SQMM; GREY,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4510061U,LAPP.4510061U,,,PRODUCTION,17-JAN-2023 18:21,ELECTRICAL PART,14871
17,14872,WIRE,SINGLE CORE; 1X0.14; BLACK; SPOOL; 1.1 MM; PVC; FIXED INSTALLATION,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:35,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4125001S,LAPP.4125001S,,,PRODUCTION,12-DEC-2022 18:37,ELECTRICAL PART,14872
18,14873,WIRE,WIRE; LIY; STRANDED; CU; 0.14MM2; PVC; BLUE; 500V; 500M; CLASS: 5,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,,,,,,LAPP KABEL GMBH,4125002S,LAPP.4125002S,,,PRODUCTION,12-DEC-2022 18:37,ELECTRICAL PART,14873
19,14874,"CRIMP,FEMALE,16 AWG","CRIMP,FEMALE,16 AWG",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,4.0,1.0,0.0,0.0,0.0,,0.0,MOLEX,460183541,MOL.460183541,,,,,ELECTRICAL PART,14874
20,14875,"CRIMP,MALE,16 AWG","CRIMP,MALE,16 AWG",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,4.0,1.0,0.0,0.0,0.0,,0.0,MOLEX,39000082,MOL.39000082,,,,,ELECTRICAL PART,14875
21,14876,"QUICK DISCONNECT, MALE, FOR 14-16","QUICK DISCONNECT, MALE, FOR 14-16 (2.00-1.30MM<POW2>)",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,100.0,1.0,0.0,0.0,0.0,,0.0,MOLEX,190010008,MOL.190010008,,,,,ELECTRICAL PART,14876
22,14877,CONNECTOR,"PN: 430200800 MICRO-FIT 3.0 PLUG HOUSING, DUAL ROW, 8 CIRCUITS, UL 94V-0, PANEL MOUNT EARS, LOW-HALOGEN, BLACK",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,4.0,216.0,0.0,0.0,0.0,,0.0,MOLEX,430200800,MOL.430200800,,,PRODUCTION,13-DEC-2022 20:13,ELECTRICAL PART,14877
23,14878,CONNECTOR,"PLUG HOUSING, DUAL ROW, 8 CIRCUITS, UL 94V-0, LOW-HALOGEN, BLACK",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,4.0,216.0,0.0,0.0,0.0,,0.0,MOLEX,430200801,MOL.430200801,,,PRODUCTION,18-JAN-2023 20:06,ELECTRICAL PART,14878
24,14879,LUGS,"PN: 43031007 MICRO-FIT 3.0 CRIMP TERMINAL, MALE, WITH TIN (SN) PLATED PHOSPHOR BRONZE CONTACT, 20-24 AWG, BAG",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,0.0,0.0,0.0,0.0,,0.0,MOLEX,430310007,MOL.430310007,,,PRODUCTION,28-NOV-2022 23:13,ELECTRICAL PART,14879
25,14880,TERMINALS FEMALE 18-22 AWG,"AVIKRIMP FULLY INSULATED QUICK DISCONNECT, FEMALE, FOR 18-22 AWG WIRE, METAL STRIP",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,100.0,1.0,0.0,0.0,0.0,,0.0,MOLEX,190020015,MOL.190020015,,,,,ELECTRICAL PART,14880
26,14881,CABLE,WIRE; LIY; STRANDED; CU; 0.25MM2; PVC; BLUE; 900V; 250M; CLASS: 5,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4126002S,LAPP.4126002S,,,PRODUCTION,22-NOV-2022 13:53,ELECTRICAL PART,14881
27,14882,CIRCUIT BRAKER,SHUNT TRIP LEFT 208-277V AC 50/60HZ 220-250V DC ACCESSORY FOR: 3VM TO 630A,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,194.0,0.0,0.0,0.0,,0.0,SIEMENS,3VM99080BL33,SIE.3VM99080BL33,,,,,ELECTRICAL PART,14882
28,14883,CBCT FOR EARTH LEAKAGE RELAY,CORE BALANCE CT 70 MM,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,194.0,0.0,0.0,0.0,,0.0,SIEMENS,7UG0997,SIE.7UG0997,,,PRODUCTION,06-FEB-2023 10:20,ELECTRICAL PART,14883
29,14884,"ISOLATOR SWITCH-3P,16A","SENTRON, SWITCH DISCONNECTOR 3LD, EMERGENCY SWITCHING-OFF SWITCH, 3- POLE, IU: 16 A, OPERATING POWER / AT AC-23 A 400 V: 7.5 KW, MOLDED PLASTIC ENCAPSULATION FOR METRIC CABLE GLAND, 1 NC, 1 NO, ROTARY OPERATING MECHANISM, RED/YELLOW",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,12.0,208.0,0.0,0.0,0.0,,0.0,SIEMENS,3LD2064-1GP53,SIE.3LD2064-1GP53,,,,,ELECTRICAL PART,14884
30,14885,LINE MONITORING RELAY,DIGITAL LINE MONITORING RELAY 3-PHASE 3-WIRE OR 3-PHASE 4-WIRE 2 CHANGEOVER 280-520 V AC (L-L) 160-300 V AC (L-N) SELF POWERED 35 MM MODULE,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,201.0,0.0,0.0,0.0,,0.0,SIEMENS,7UG0818-1CA20,SIE.7UG0818-1CA20,,,,,ELECTRICAL PART,14885
31,14886,HRC FUSE,"LOW VOLTAGE HRC FUSE(BS), 415 V,2 A,80 KA",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,192.0,0.0,0.0,0.0,,0.0,SIEMENS,3NWNS2,SIE.3NWNS2,,,,,ELECTRICAL PART,14886
32,14887,"RCCB-1+N,25A",RES.CUR.OP.CIRCUIT BREAKER TYPE AC 25A 1+N-POLE 300MA 240V 2MW,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,194.0,0.0,0.0,0.0,,0.0,SIEMENS,5SV4612-0RC,SIE.5SV4612-0RC,,,,,ELECTRICAL PART,14887
33,14888,CIRCUIT BRAKER,,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,6.0,194.0,0.0,0.0,0.0,,0.0,SIEMENS,3VA2025-5HL42-0AA0,SIE.3VA2025-5HL42-0AA0,,,,,ELECTRICAL PART,14888
34,14889,TIMER,"TIMING RELAY,  0.05 S...100 H 24 AC, 200...240 V AND 24 V DC AT 50/60 HZ AC WITH LED, SCREW TERMINAL",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,19.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,3RP15251AP30,SIE.3RP15251AP30,,,PRODUCTION,21-FEB-2023 12:06,ELECTRICAL PART,14889
35,14890,ANALOG OUTPUT MODULE,"SIMATIC ET 200SP, ANALOG OUTPUT MODULE, AQ 4XU/I STANDARD, SUITABLE FOR BU TYPE A0, A1, COLOR CODE CC00, MODULE DIAGNOSTICS, 16 BIT, +/-0.3%",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,26.0,154.0,0.0,0.0,0.0,,0.0,SIEMENS,6ES7135-6HD00-0BA1,SIE.6ES7135-6HD00-0BA1,,,,,ELECTRICAL PART,14890
36,14891,CABLE,WIRE; LIY; STRANDED; CU; 0.25MM2; PVC; GREY; 900V; 250M; CLASS: 5,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4126106S,LAPP.4126106S,,,PRODUCTION,22-NOV-2022 13:53,ELECTRICAL PART,14891
37,14892,POWER CABLE,THE OLFLEX 100 CY IS A HIGH PERFORMANCE POWER CABLE DESIGNED FOR VSD/VFD MOTORS.,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,350193,LAPP.350193,,,,,ELECTRICAL PART,14892
38,14893,BUS CABLE,2170203 - LAPP UNITRONIC<REGISTERED> BUS LD BUS CABLE - 24 AWG/1 PAIR - VIOLET,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,2170203,LAPP.2170203,,,,,ELECTRICAL PART,14893
39,14894,ETHERNET CABLE,"ETHERLINE<REGISTERED> CAT.5E FD, ETHERNET CABLE CATEGORY 5E, CLASS D FOR USE IN DRAG CHAIN APPLICATIONS, 4 X 2 X AWG26/19",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,2170489,LAPP.2170489,,,PRODUCTION,17-JAN-2023 12:34,ELECTRICAL PART,14894
40,14895,DRAGCHAIN CABLE,SCREENED DRAGCHAIN 4G1.5,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,26251,LAPP.26251,,,,,ELECTRICAL PART,14895
41,14896,CABLE,4 PAIR: CAT6 CONTINUOUS FLEX - 26 AWG - POLYURETHANE (PUR) - GREEN,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,2170488,LAPP.2170488,,,PRODUCTION,04-JAN-2023 15:44,ELECTRICAL PART,14896
42,14897,CABLE,25SQMM BLACK,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,,,,,,LAPP,4161001,LAPP.4161001,,,PRODUCTION,25-NOV-2022 18:01,ELECTRICAL PART,14897
43,14898,INSULATED SINGLE CORE CABLE,ISI MARKED PVC FR-LSH INSULATED SINGLE CORE . GREY.,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4620063U,LAPP.4620063U,,,,,ELECTRICAL PART,14898
44,14899,"HOUSING-1 CABLE OUTLET,M25","SLEEVE HOUSING B6, FOR SINGLE LOCKING LATCH, MATERIAL: DIE-CAST ALUMINUM, CABLE OUTLETS: 1, STRAIGHT, 1X M25, HEIGHT: 52 MM,",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,44.0,52.0,60.0,,0.11,PHEONIX.C,1412575,PXC.1412575,,,PRODUCTION,16-AUG-2023 15:51,ELECTRICAL PART,14899
45,14900,PANEL FEED THROUGH CONNECTION,"PANEL FEED-THROUGH, PUSH-IN CONNECTION, NUMBER OF POSITIONS: 2+PE, 0.5 MM2 ... 2.5 MM2 , 600 V, 20 A, BLACK, EXTERNAL CABLE DIAMETER: 6 MM ... 9 MM AND 8 MM ... 13 MM, ASSEMBLY THREAD: M20, PUSH-IN CONNECTION",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,0.0,0.0,0.0,,0.0,PHEONIX.C,1047321,PXC.1047321,,,,,ELECTRICAL PART,14900
46,14901,ETHERNET CABLE,"ASSEMBLED ETHERNET CABLE, SHIELDED, 4-PAIR, AWG 26 STRANDED (7-WIRE), RAL 5021 (WATER BLUE), RJ45 PLUG/IP20 TO RJ45 PLUG/IP20, LINE, LENGTH: 1 M",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,0.0,0.0,0.0,,0.0,PHOENIX.C,1403927,PXC.1403927,,,PRODUCTION,21-FEB-2023 12:06,ELECTRICAL PART,14901
47,14902,MOUNTING BRACKET-MODULE CARRIER FRAME,"MODULE CARRIER FRAME, SIZE: B6, TYPE : FOR THE SLEEVE SIDE (A, B, C, ...), 4 MM2 ... 6 MM2, APPLICATION: MODULE CARRIER FRAME",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,34.9,36.0,51.0,,0.06,PHEONIX.C,1182087,PXC.1182087,,,PRODUCTION,16-AUG-2023 15:51,ELECTRICAL PART,14902
48,14903,MODULE CARRIER FRAME,"MODULE CARRIER FRAME, SIZE: B6, TYPE : FOR THE PANEL MOUNTING SIDE (A, B, C, ...), 4 MM2...6 MM2, APPLICATION: MODULE CARRIER FRAME",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,0.0,0.0,0.0,,0.0,PHEONIX.C,1182085,PXC.1182085,,,PRODUCTION,10-JAN-2023 19:01,ELECTRICAL PART,14903
49,14904,DC DC CONVERTOR,"PRIMARY-SWITCHED QUINT DC/DC CONVERTER FOR DIN RAIL MOUNTING WITH SFB (SELECTIVE FUSE BREAKING) TECHNOLOGY, INPUT: 48 V DC, OUTPUT: 24 V DC/5 A",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,5.0,1.0,0.0,0.0,0.0,,0.0,PHOENIX.C,2320144,PXC.2320144,,,PRODUCTION,12-DEC-2022 18:51,ELECTRICAL PART,14904
50,14905,RELAY MODULE,"PLC-INTERFACE, CONSISTING OF BASIC TERMINAL BLOCK PLC-BSC.../21 WITH SCREW CONNECTION AND PLUG-IN MINIATURE RELAY WITH POWER CONTACT, FOR ASSEMBLY ON DIN RAIL NS 35/7,5, 2 CHANGEOVER CONTACTS, INPUT VOLTAGE 48 V DC",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,0.0,0.0,0.0,,0.0,PHEONIX.C,2967248,PXC.2967248,,,,,ELECTRICAL PART,14905
51,14906,USB DEBUGG,"SERVICE SOCKET WITH USB A 3.0 (SOCKET/SOCKET), WITH PROTECTIVE COVER",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,1.0,1.0,,,,,,PHOENIX.C,1425185,PXC.1425185,,,PRODUCTION,17-JUL-2023 16:17,ELECTRICAL PART,14906
52,14907,"CABLE-1CX 10MM2,GREEN N YELLOW,CU,NON FLEXIBLE",SINGLE CORE; 1X10; GREEN/YELLOW; DEPENDING ON LENGTH; PVC; HAR-CERTIFIED; FIXED INSTALLATION,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4520005U,LAPP.4520005U,,,PRODUCTION,31-OCT-2023 13:51,ELECTRICAL PART,14907
53,14908,COMMUNICATION MODULE,"SIMATIC ET 200SP, CM 4XIO-LINK ST COMMUNICATION MODULE IO-LINK MASTER V1.1",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,26.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6ES7137-6BD00-0BA0,SIE.6ES7137-6BD00-0BA0,,,,,ELECTRICAL PART,14908
54,14909,SIGNAL CABLE PRE-ASSEMBLED,"POWER CABLE PRE-ASSEMBLED 6FX3002-5CK01-1BA0 4X 0.75 C, FOR MOTOR S-1FL6 LI TO V90 230 V FS A, B, C, D (1KW) MOTION-CONNECT 300 UL/CSA DMAX=7.1 MM LENGTH (M)=10 M",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6FX3002-5CK01-1BA0,SIE.6FX3002-5CK01-1BA0,,,,,ELECTRICAL PART,14909
55,14910,POWER CABLE PRE-ASSEMBLED,SIGNAL CABLE PRE-ASSEMBLED 6FX3002-2DB20 FOR ABS. ENCODER IN S-1FL6 LI 3X2X0.20+2X2X0.25 C MOTION-CONNECT 300 UL/CSA DMAX=7.5 MM LENGTH (M)=10 M,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6FX30022DB201BA0,SIE.6FX30022DB201BA0,,,,,ELECTRICAL PART,14910
56,14911,COMMUNICATION BOARD,"SIMATIC S7-1200, COMMUNICATION BOARD CB 1241, RS485, TERMINAL BLOCK, SUPPORTS FREEPORT",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,26.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6ES7241-1CH30-1XB0,SIE.6ES7241-1CH30-1XB0,,,PRODUCTION,14-DEC-2022 21:22,ELECTRICAL PART,14911
57,14912,SIGNAL CABLE PRE-ASSEMBLED,SIGNAL CABLE PRE-ASSEMBLED 6FX3002-2DB20 FOR ABS. ENCODER IN S-1FL6 LI 3X2X0.20+2X2X0.25 C MOTION-CONNECT 300 UL/CSA DMAX=7.5 MM LENGTH (M)=20 M,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6FX30022DB201CA0,SIE.6FX30022DB201CA0,,,,,ELECTRICAL PART,14912
58,14913,POWER CABLE PRE-ASSEMBLED,"POWER CABLE PRE-ASSEMBLED 6FX3002-5CK01-1CA0 4X 0.75 C, FOR MOTOR S-1FL6 LI TO V90 230 V FS A, B, C, D (1KW) MOTION-CONNECT 300 UL/CSA DMAX=7.1 MM LENGTH (M)=20 M",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6FX30025CK011CA0,SIE.6FX30025CK011CA0,,,,,ELECTRICAL PART,14913
59,14914,WIFI,SCALANCE W721-1 RJ45 6GK5721-1FC00-0AA0,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,8.0,1.0,0.0,0.0,0.0,,0.0,SIEMENS,6GK5721-1FC00-0AA0,SIE.6GK5721-1FC00-0AA0,,,PRODUCTION,13-JUL-2023 18:08,ELECTRICAL PART,14914
60,14915,LUGS,END SLEEVES AHI DIN N 0.5/8 WH CONDUCTOR END SLEEVE; SUITABLE CRIMP-INSERT: PEW 12.090; FOR CROSS-SECTION: 0.5MM<POW2>,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,61801590,LAPP.61801590,,,PRODUCTION,22-NOV-2022 13:53,ELECTRICAL PART,14915
61,14916,"CABLE-7GX0.5MM2, GREY, CU, FLEXIBLE","WIRE; OLFLEX CLASSIC 110, 7GX0.5MM2, CU, FLEXIBLE",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,1119007,LAPP.1119007,,,PRODUCTION,05-JUL-2024 19:08,ELECTRICAL PART,14916
62,14917,RING LUGS,LAPP 63204345 RING TERMINAL CROSS SECTION (MAX.)=25 MM<POW2> HOLE =6.5,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,100.0,1.0,0.0,0.0,0.0,,0.0,LAPP,63204345,LAPP.63204345,,,PRODUCTION,10-JAN-2023 19:13,ELECTRICAL PART,14917
63,14918,RING LUGS 1.5-2.5SQMM,RING CABLE LUGS L-RB 8 CABLE LUG; SUITABLE CRIMP-INSERT: PEW 12.060; BLUE; ELECTROLYTIC COPPER TIN-PLATED . 1.5-2.5SQMM,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,100.0,1.0,,,,,,LAPP KABEL GMBH,63104200,LAPP.63104200,,,PRODUCTION,12-DEC-2022 11:34,ELECTRICAL PART,14918
64,14919,LUGS,"INSULATED CABLE LUGS, 4-6 SQMM, M8 HOLE",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,100.0,1.0,0.0,0.0,0.0,,0.0,LAPP,63104370,LAPP.63104370,,,PRODUCTION,17-JAN-2023 12:34,ELECTRICAL PART,14919
65,14920,CONTROL CABLE 4 CORE,"LAPP UNITRONIC<REGISTERED> LIYY DATA, SIGNAL & CONTROL CABLE - 24 AWG/4 CONDUCTOR - GRAY (4 X 0.25)",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,28304,LAPP.28304,,,,,ELECTRICAL PART,14920
66,14921,HOUSING WITH LOCKING LATCH,"SLEEVE HOUSING D7, FOR SINGLE LOCKING LATCH, MATERIAL: PA, CABLE OUTLETS: 1, LATERAL, M25, HEIGHT: 58 MM, CABLE GLAND: WITH, STANDARD",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,4.0,15.0,0.0,0.0,0.0,,0.0,PHEONIX.C,1419258,PXC.1419258,,,,,ELECTRICAL PART,14921
67,14922,HOUSING PANEL MOUNTING BASE,"PANEL MOUNTING BASE D7, WITH SINGLE LOCKING LATCH, MATERIAL: PA, HEIGHT: 25.5 MM, CABLE GLAND: NONE, STANDARD",KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,101.0,1.0,0.0,0.0,0.0,,0.0,PHEONIX.C,1419265,PXC.1419265,,,,,ELECTRICAL PART,14922
68,14923,"REDUNDANCY MODULE, DIN RAIL",DIN RAIL DIODE MODULE 48 V DC/2X20 A OR 1X40 A. UNIFORM REDUNDANCY UP TO THE CONSUMER.,KUMARI MONIKA (KUMARIMONIKA),0,18-OCT-2022 11:36,3.0,5.0,0.0,0.0,0.0,,0.0,PHEONIX.C,2907720,PXC.2907720,,,,,ELECTRICAL PART,14923
